id,CNN_repr,hyper_param,width,height,transform_train,transform_test,train_progress(%),accuracy,score
91,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]",100,0.5490981963927856,0.7279280783789764
92,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.2, 0.2, 0.2]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.2, 0.2, 0.2]}]",100,0.4993319973279893,0.7011801380538796
93,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.2, 0.2, 0.2]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.2, 0.2, 0.2]}]",100,0.6449565798263193,0.7902193275439762
94,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]",100,0.5507682030728123,0.7311845914050293
95,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]",100,0.5327321309285237,0.7270652415942968
96,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.4, 0.4, 0.4]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.4, 0.4, 0.4]}]",100,0.478623914495658,0.6940826096637671
97,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.4, 0.4, 0.4]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.4, 0.4, 0.4]}]",100,0.552438209752839,0.7341906034290777
98,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.5, 0.5, 0.5]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.5, 0.5, 0.5]}]",100,0.5200400801603207,0.7182698730794886
99,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.5, 0.5, 0.5]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.5, 0.5, 0.5]}]",100,0.5657982631930528,0.7405087953685126
100,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.4388777555110221,0.6685871743486907
101,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.541750167000668,0.7318247606323729
102,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]",100,0.4248496993987976,0.6579547984858534
103,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]",100,0.6082164328657315,0.7725172567356928
104,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.2, 0.2, 0.2]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.2, 0.2, 0.2]}]",100,0.5624582498329993,0.7439323090625675
105,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.2, 0.2, 0.2]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.2, 0.2, 0.2]}]",100,0.5918503674014696,0.7599087063014901
106,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.4, 0.4, 0.4], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]",100,0.5153640614562458,0.7118403473613855
